Score,Overs,RPO,Target,Lead,Inns,Result,Opposition,Ground,Start Date
,19.4,8.79,173.0,1,2,won,T20I v West Indies,Nottingham,2012-06-24
,50.0,5.44,0.0,272,1,won,ODI v Australia,Lord's,2012-06-29
,45.4,5.51,252.0,1,2,won,ODI v Australia,The Oval,2012-07-01
,47.5,4.20,201.0,1,2,won,ODI v Australia,Chester-le-Street,2012-07-07
,27.1,5.07,138.0,-7,2,won,ODI v Australia,Manchester,2012-07-10
385.0,125.5,3.05,0.0,385,1,lost,Test v South Africa,The Oval,2012-07-19
240.0,97.0,2.47,0.0,-12,3,lost,Test v South Africa,The Oval,2012-07-19
425.0,126.4,3.35,0.0,6,2,draw,Test v South Africa,Leeds,2012-08-02
,33.0,3.93,253.0,-122,4,draw,Test v South Africa,Leeds,2012-08-02
315.0,107.3,2.93,0.0,6,2,lost,Test v South Africa,Lord's,2012-08-16
294.0,82.5,3.54,346.0,-51,4,lost,Test v South Africa,Lord's,2012-08-16
,5.3,6.72,0.0,37,1,n/r,ODI v South Africa,Cardiff,2012-08-24
207.0,40.4,5.09,288.0,-80,2,lost,ODI v South Africa,Southampton,2012-08-28
,48.0,4.41,212.0,1,2,won,ODI v South Africa,The Oval,2012-08-31
,46.4,4.80,221.0,4,2,won,ODI v South Africa,Lord's,2012-09-02
182.0,45.2,4.01,0.0,182,1,lost,ODI v South Africa,Nottingham,2012-09-05
,20.0,5.90,0.0,118,1,lost,T20I v South Africa,Chester-le-Street,2012-09-08
,4.1,6.96,78.0,-48,2,n/r,T20I v South Africa,Manchester,2012-09-10
,11.0,10.72,0.0,118,1,won,T20I v South Africa,Birmingham,2012-09-12
,20.0,9.80,0.0,196,1,won,T20I v Afghanistan,Colombo (RPS),2012-09-21
80.0,14.4,5.45,171.0,-90,2,lost,T20I v India,Colombo (RPS),2012-09-23
,20.0,8.20,180.0,-15,2,lost,T20I v West Indies,Pallekele,2012-09-27
,18.5,7.91,149.0,1,2,won,T20I v New Zealand,Pallekele,2012-09-29
,20.0,7.50,170.0,-19,2,lost,T20I v Sri Lanka,Pallekele,2012-10-01
191.0,74.2,2.56,0.0,-330,2,lost,Test v India,Ahmedabad,2012-11-15
406.0,154.3,2.62,0.0,76,3,lost,Test v India,Ahmedabad,2012-11-15
413.0,121.3,3.39,0.0,86,2,won,Test v India,Wankhede,2012-11-23
,9.4,6.00,57.0,2,4,won,Test v India,Wankhede,2012-11-23
523.0,167.3,3.12,0.0,207,2,won,Test v India,Eden Gardens,2012-12-05
,12.1,3.36,41.0,1,4,won,Test v India,Eden Gardens,2012-12-05
330.0,145.5,2.26,0.0,330,1,draw,Test v India,Nagpur,2012-12-13
,154.0,2.28,0.0,356,3,draw,Test v India,Nagpur,2012-12-13
,20.0,7.85,0.0,157,1,lost,T20I v India,Pune,2012-12-20
,20.0,9.05,178.0,4,2,won,T20I v India,Wankhede,2012-12-22
,50.0,6.50,0.0,325,1,won,ODI v India,Rajkot,2013-01-11
158.0,36.0,4.38,286.0,-127,2,lost,ODI v India,Kochi,2013-01-15
155.0,42.2,3.66,0.0,155,1,lost,ODI v India,Ranchi,2013-01-19
,50.0,5.14,0.0,257,1,lost,ODI v India,Mohali,2013-01-23
,47.2,4.79,227.0,1,2,won,ODI v India,Dharamsala,2013-01-27
,20.0,10.70,0.0,214,1,won,T20I v New Zealand,Auckland,2013-02-09
137.0,19.3,7.02,193.0,-55,2,lost,T20I v New Zealand,Hamilton,2013-02-12
,12.4,11.28,140.0,4,2,won,T20I v New Zealand,Wellington,2013-02-15
258.0,49.3,5.21,0.0,258,1,lost,ODI v New Zealand,Hamilton,2013-02-17
,47.4,5.66,270.0,1,2,won,ODI v New Zealand,Napier,2013-02-20
,37.3,4.96,186.0,1,2,won,ODI v New Zealand,Auckland,2013-02-23
167.0,55.0,3.03,0.0,167,1,draw,Test v New Zealand,Dunedin,2013-03-06
,170.0,2.47,0.0,128,3,draw,Test v New Zealand,Dunedin,2013-03-06
465.0,146.5,3.16,0.0,465,1,draw,Test v New Zealand,Wellington,2013-03-14
204.0,89.2,2.28,0.0,-239,2,draw,Test v New Zealand,Auckland,2013-03-22
,143.0,2.20,481.0,-165,4,draw,Test v New Zealand,Auckland,2013-03-22
232.0,112.2,2.06,0.0,232,1,won,Test v New Zealand,Lord's,2013-05-16
213.0,68.3,3.10,0.0,238,3,won,Test v New Zealand,Lord's,2013-05-16
354.0,99.0,3.57,0.0,354,1,won,Test v New Zealand,Leeds,2013-05-24
,76.0,3.77,0.0,467,3,won,Test v New Zealand,Leeds,2013-05-24
,50.0,4.54,0.0,227,1,lost,ODI v New Zealand,Lord's,2013-05-31
273.0,44.1,6.18,360.0,-86,2,lost,ODI v New Zealand,Southampton,2013-06-02
,50.0,5.74,0.0,287,1,won,ODI v New Zealand,Nottingham,2013-06-05
,50.0,5.38,0.0,269,1,won,ODI v Australia,Birmingham,2013-06-08
,50.0,5.86,0.0,293,1,lost,ODI v Sri Lanka,The Oval,2013-06-13
169.0,23.3,7.19,0.0,169,1,won,ODI v New Zealand,Cardiff,2013-06-16
,37.3,4.77,176.0,4,2,won,ODI v South Africa,The Oval,2013-06-19
,20.0,6.20,130.0,-5,2,lost,ODI v India,Birmingham,2013-06-23
,20.0,9.80,202.0,-5,2,lost,T20I v New Zealand,The Oval,2013-06-25
,0.2,6.00,0.0,2,1,n/r,T20I v New Zealand,The Oval,2013-06-27
215.0,59.0,3.64,0.0,215,1,won,Test v Australia,Nottingham,2013-07-10
375.0,149.5,2.50,0.0,310,3,won,Test v Australia,Nottingham,2013-07-10
361.0,100.1,3.60,0.0,361,1,won,Test v Australia,Lord's,2013-07-18
,114.1,3.05,0.0,582,3,won,Test v Australia,Lord's,2013-07-18
368.0,139.3,2.63,0.0,-159,2,draw,Test v Australia,Manchester,2013-08-01
,20.3,1.80,332.0,-294,4,draw,Test v Australia,Manchester,2013-08-01
238.0,92.0,2.58,0.0,238,1,won,Test v Australia,Chester-le-Street,2013-08-09
330.0,95.1,3.46,0.0,298,3,won,Test v Australia,Chester-le-Street,2013-08-09
377.0,144.4,2.60,0.0,-115,2,draw,Test v Australia,The Oval,2013-08-21
,40.0,5.15,227.0,-20,4,draw,Test v Australia,The Oval,2013-08-21
,20.0,10.45,249.0,-39,2,lost,T20I v Australia,Southampton,2013-08-29
,20.0,9.75,0.0,195,1,won,T20I v Australia,Chester-le-Street,2013-08-31
,43.0,6.37,270.0,5,2,won,ODI v Ireland,Dublin (Malahide),2013-09-03
227.0,44.2,5.12,316.0,-88,2,lost,ODI v Australia,Manchester,2013-09-08
,15.1,3.89,0.0,59,1,n/r,ODI v Australia,Birmingham,2013-09-11
,49.3,4.66,228.0,4,2,won,ODI v Australia,Cardiff,2013-09-14
249.0,48.0,5.18,299.0,-49,2,lost,ODI v Australia,Southampton,2013-09-16
136.0,52.4,2.58,0.0,-159,2,lost,Test v Australia,Brisbane,2013-11-21
179.0,81.1,2.20,561.0,-381,4,lost,Test v Australia,Brisbane,2013-11-21
172.0,68.2,2.51,0.0,-398,2,lost,Test v Australia,Adelaide,2013-12-05
312.0,101.4,3.06,531.0,-218,4,lost,Test v Australia,Adelaide,2013-12-05
251.0,88.0,2.85,0.0,-134,2,lost,Test v Australia,W.A.C.A,2013-12-13
353.0,103.2,3.41,504.0,-150,4,lost,Test v Australia,W.A.C.A,2013-12-13
255.0,100.0,2.55,0.0,255,1,lost,Test v Australia,Melbourne,2013-12-26
179.0,61.0,2.93,0.0,230,3,lost,Test v Australia,Melbourne,2013-12-26
155.0,58.5,2.63,0.0,-171,2,lost,Test v Australia,Sydney,2014-01-03
166.0,31.4,5.24,448.0,-281,4,lost,Test v Australia,Sydney,2014-01-03
,50.0,5.38,0.0,269,1,lost,ODI v Australia,Melbourne,2014-01-12
,50.0,6.00,0.0,300,1,lost,ODI v Australia,Brisbane,2014-01-17
,50.0,4.86,0.0,243,1,lost,ODI v Australia,Sydney,2014-01-19
,50.0,6.32,0.0,316,1,won,ODI v Australia,W.A.C.A,2014-01-24
212.0,49.4,4.26,218.0,-5,2,lost,ODI v Australia,Adelaide,2014-01-26
,20.0,10.00,214.0,-13,2,lost,T20I v Australia,Hobart,2014-01-29
,20.0,6.50,0.0,130,1,lost,T20I v Australia,Melbourne,2014-01-31
111.0,17.2,6.40,196.0,-84,2,lost,T20I v Australia,Sydney,2014-02-02
,50.0,5.08,270.0,-15,2,lost,ODI v West Indies,North Sound,2014-02-28
,44.5,3.63,160.0,4,2,won,ODI v West Indies,North Sound,2014-03-02
,50.0,6.06,0.0,303,1,won,ODI v West Indies,North Sound,2014-03-05
,20.0,7.15,171.0,-27,2,lost,T20I v West Indies,Bridgetown,2014-03-09
,20.0,7.60,0.0,152,1,lost,T20I v West Indies,Bridgetown,2014-03-11
,20.0,8.25,0.0,165,1,won,T20I v West Indies,Bridgetown,2014-03-13
,20.0,8.60,0.0,172,1,lost,T20I v New Zealand,Chattogram,2014-03-22
,19.2,9.82,190.0,1,2,won,T20I v Sri Lanka,Chattogram,2014-03-27
,20.0,9.65,197.0,-3,2,lost,T20I v South Africa,Chattogram,2014-03-29
88.0,17.4,4.98,134.0,-45,2,lost,T20I v Netherlands,Chattogram,2014-03-31
,20.0,8.35,0.0,167,1,won,ODI v Scotland,Aberdeen,2014-05-09
,20.0,8.70,184.0,-9,2,lost,T20I v Sri Lanka,The Oval,2014-05-20
,39.0,6.33,0.0,247,1,won,ODI v Sri Lanka,The Oval,2014-05-22
99.0,26.1,3.78,257.0,-157,2,lost,ODI v Sri Lanka,Chester-le-Street,2014-05-25
,12.1,6.00,68.0,6,2,won,ODI v Sri Lanka,Manchester,2014-05-28
,50.0,5.86,301.0,-7,2,lost,ODI v Sri Lanka,Lord's,2014-05-31
219.0,48.1,4.54,0.0,219,1,lost,ODI v Sri Lanka,Birmingham,2014-06-03
,130.3,4.40,0.0,575,1,draw,Test v Sri Lanka,Lord's,2014-06-12
,69.0,3.86,0.0,389,3,draw,Test v Sri Lanka,Lord's,2014-06-12
365.0,115.5,3.15,0.0,108,2,lost,Test v Sri Lanka,Leeds,2014-06-20
249.0,116.5,2.13,350.0,-100,4,lost,Test v Sri Lanka,Leeds,2014-06-20
496.0,144.5,3.42,0.0,39,2,draw,Test v India,Nottingham,2014-07-09
319.0,105.5,3.01,0.0,24,2,lost,Test v India,Lord's,2014-07-17
223.0,88.2,2.52,319.0,-95,4,lost,Test v India,Lord's,2014-07-17
,163.4,3.47,0.0,569,1,won,Test v India,Southampton,2014-07-27
,40.4,5.04,0.0,444,3,won,Test v India,Southampton,2014-07-27
367.0,105.3,3.47,0.0,215,2,won,Test v India,Manchester,2014-08-07
486.0,116.3,4.17,0.0,338,2,won,Test v India,The Oval,2014-08-15
161.0,38.1,4.21,295.0,-143,2,lost,ODI v India,Cardiff,2014-08-27
227.0,50.0,4.54,0.0,227,1,lost,ODI v India,Nottingham,2014-08-30
206.0,49.3,4.16,0.0,206,1,lost,ODI v India,Birmingham,2014-09-02
,50.0,5.88,0.0,294,1,won,ODI v India,Leeds,2014-09-05
,20.0,9.00,0.0,180,1,won,T20I v India,Birmingham,2014-09-07
292.0,47.1,6.19,318.0,-25,2,lost,ODI v Sri Lanka,Colombo (RPS),2014-11-26
185.0,43.0,4.30,0.0,185,1,lost,ODI v Sri Lanka,Colombo (RPS),2014-11-29
,33.4,7.00,236.0,-6,2,won,ODI v Sri Lanka,Hambantota,2014-12-03
265.0,50.0,5.30,0.0,265,1,lost,ODI v Sri Lanka,Colombo (RPS),2014-12-07
,49.1,4.88,240.0,1,2,won,ODI v Sri Lanka,Pallekele,2014-12-10
202.0,41.3,4.86,293.0,-90,2,lost,ODI v Sri Lanka,Pallekele,2014-12-13
215.0,45.5,4.69,303.0,-87,2,lost,ODI v Sri Lanka,Colombo (RPS),2014-12-16
234.0,47.5,4.89,0.0,234,1,lost,ODI v Australia,Sydney,2015-01-16
,27.3,5.67,154.0,3,2,won,ODI v India,Brisbane,2015-01-20
,50.0,6.06,0.0,303,1,lost,ODI v Australia,Hobart,2015-01-23
,46.5,4.29,201.0,1,2,won,ODI v India,W.A.C.A,2015-01-30
166.0,39.1,4.23,279.0,-112,2,lost,ODI v Australia,W.A.C.A,2015-02-01
231.0,41.5,5.52,343.0,-111,2,lost,ODI v Australia,Melbourne,2015-02-14
123.0,33.2,3.69,0.0,123,1,lost,ODI v New Zealand,Wellington,2015-02-20
,50.0,6.06,0.0,303,1,won,ODI v Scotland,Christchurch,2015-02-23
,50.0,6.18,0.0,309,1,lost,ODI v Sri Lanka,Wellington,2015-03-01
260.0,48.3,5.36,276.0,-15,2,lost,ODI v Bangladesh,Adelaide,2015-03-09
,18.1,5.55,101.0,-10,2,won,ODI v Afghanistan,Sydney,2015-03-13
399.0,110.4,3.60,0.0,399,1,draw,Test v West Indies,North Sound,2015-04-13
,86.0,3.87,0.0,437,3,draw,Test v West Indies,North Sound,2015-04-13
464.0,144.1,3.21,0.0,165,2,won,Test v West Indies,St George's,2015-04-21
,41.1,3.49,143.0,2,4,won,Test v West Indies,St George's,2015-04-21
257.0,96.3,2.66,0.0,257,1,lost,Test v West Indies,Bridgetown,2015-05-01
123.0,42.1,2.91,0.0,191,3,lost,Test v West Indies,Bridgetown,2015-05-01
,0.0,-,0.0,0,0,n/r,ODI v Ireland,Dublin (Malahide),2015-05-08
389.0,100.5,3.85,0.0,389,1,won,Test v New Zealand,Lord's,2015-05-21
478.0,129.0,3.70,0.0,344,3,won,Test v New Zealand,Lord's,2015-05-21
350.0,108.2,3.23,0.0,0,2,lost,Test v New Zealand,Leeds,2015-05-29
255.0,91.5,2.77,455.0,-199,4,lost,Test v New Zealand,Leeds,2015-05-29
,50.0,8.16,0.0,408,1,won,ODI v New Zealand,Birmingham,2015-06-09
,46.0,7.93,379.0,-33,2,lost,ODI v New Zealand,The Oval,2015-06-12
302.0,45.2,6.66,0.0,302,1,lost,ODI v New Zealand,Southampton,2015-06-14
,44.0,7.95,350.0,1,2,won,ODI v New Zealand,Nottingham,2015-06-17
,25.0,7.68,192.0,-91,2,won,ODI v New Zealand,Chester-le-Street,2015-06-20
,20.0,9.55,0.0,191,1,won,T20I v New Zealand,Manchester,2015-06-23
430.0,102.1,4.20,0.0,430,1,won,Test v Australia,Cardiff,2015-07-08
289.0,70.1,4.11,0.0,411,3,won,Test v Australia,Cardiff,2015-07-08
312.0,90.1,3.46,0.0,-254,2,lost,Test v Australia,Lord's,2015-07-16
103.0,37.0,2.78,509.0,-405,4,lost,Test v Australia,Lord's,2015-07-16
281.0,67.1,4.18,0.0,145,2,won,Test v Australia,Birmingham,2015-07-29
,32.1,3.85,121.0,4,4,won,Test v Australia,Birmingham,2015-07-29
,85.2,4.58,0.0,331,2,won,Test v Australia,Nottingham,2015-08-06
149.0,48.4,3.06,0.0,-332,2,lost,Test v Australia,The Oval,2015-08-20
286.0,101.4,2.81,0.0,-46,3,lost,Test v Australia,The Oval,2015-08-20
,20.0,9.10,0.0,182,1,won,T20I v Australia,Cardiff,2015-08-31
246.0,45.3,5.40,306.0,-59,2,lost,ODI v Australia,Southampton,2015-09-03
245.0,42.3,5.76,310.0,-64,2,lost,ODI v Australia,Lord's,2015-09-05
,50.0,6.00,0.0,300,1,won,ODI v Australia,Manchester,2015-09-08
,48.2,6.28,300.0,5,2,won,ODI v Australia,Leeds,2015-09-11
138.0,33.0,4.18,0.0,138,1,lost,ODI v Australia,Manchester,2015-09-13
,206.0,2.90,0.0,75,2,draw,Test v Pakistan,Abu Dhabi,2015-10-13
,11.0,6.72,99.0,-24,4,draw,Test v Pakistan,Abu Dhabi,2015-10-13
242.0,75.2,3.21,0.0,-136,2,lost,Test v Pakistan,Dubai (DICS),2015-10-22
312.0,137.3,2.26,491.0,-178,4,lost,Test v Pakistan,Dubai (DICS),2015-10-22
306.0,126.5,2.41,0.0,72,2,lost,Test v Pakistan,Sharjah,2015-11-01
156.0,60.3,2.57,284.0,-127,4,lost,Test v Pakistan,Sharjah,2015-11-01
216.0,49.4,4.34,0.0,216,1,lost,ODI v Pakistan,Abu Dhabi,2015-11-11
,50.0,5.66,0.0,283,1,won,ODI v Pakistan,Abu Dhabi,2015-11-13
,41.0,5.12,209.0,2,2,won,ODI v Pakistan,Sharjah,2015-11-17
,50.0,7.10,0.0,355,1,won,ODI v Pakistan,Dubai (DICS),2015-11-20
,20.0,8.00,0.0,160,1,won,T20I v Pakistan,Dubai (DICS),2015-11-26
,20.0,8.60,0.0,172,1,won,T20I v Pakistan,Dubai (DICS),2015-11-27
,20.0,7.70,0.0,154,1,tied,T20I v Pakistan,Sharjah,2015-11-30
303.0,100.1,3.02,0.0,303,1,won,Test v South Africa,Durban,2015-12-26
326.0,102.1,3.19,0.0,415,3,won,Test v South Africa,Durban,2015-12-26
,125.5,4.99,0.0,629,1,draw,Test v South Africa,Cape Town,2016-01-02
,65.0,2.44,0.0,161,3,draw,Test v South Africa,Cape Town,2016-01-02
323.0,76.1,4.24,0.0,10,2,won,Test v South Africa,Johannesburg,2016-01-14
,22.4,3.26,74.0,1,4,won,Test v South Africa,Johannesburg,2016-01-14
342.0,104.2,3.27,0.0,-133,2,lost,Test v South Africa,Centurion,2016-01-22
101.0,34.4,2.91,382.0,-280,4,lost,Test v South Africa,Centurion,2016-01-22
,50.0,7.98,0.0,399,1,won,ODI v South Africa,Bloemfontein,2016-02-03
,46.2,5.67,263.0,1,2,won,ODI v South Africa,Gqeberha,2016-02-06
,50.0,6.36,0.0,318,1,lost,ODI v South Africa,Centurion,2016-02-09
262.0,47.5,5.47,0.0,262,1,lost,ODI v South Africa,Johannesburg,2016-02-12
236.0,45.0,5.24,0.0,236,1,lost,ODI v South Africa,Cape Town,2016-02-14
,20.0,6.70,0.0,134,1,lost,T20I v South Africa,Cape Town,2016-02-19
171.0,19.4,8.69,0.0,171,1,lost,T20I v South Africa,Johannesburg,2016-02-21
,20.0,9.10,0.0,182,1,lost,T20I v West Indies,Wankhede,2016-03-16
,19.4,11.69,230.0,1,2,won,T20I v South Africa,Wankhede,2016-03-18
,20.0,7.10,0.0,142,1,won,T20I v Afghanistan,Delhi,2016-03-23
,20.0,8.55,0.0,171,1,won,T20I v Sri Lanka,Delhi,2016-03-26
,17.1,9.26,154.0,6,2,won,T20I v New Zealand,Delhi,2016-03-30
,20.0,7.75,0.0,155,1,lost,T20I v West Indies,Eden Gardens,2016-04-03
298.0,90.3,3.29,0.0,298,1,won,Test v Sri Lanka,Leeds,2016-05-19
,132.0,3.77,0.0,498,1,won,Test v Sri Lanka,Chester-le-Street,2016-05-27
,23.2,3.42,79.0,2,4,won,Test v Sri Lanka,Chester-le-Street,2016-05-27
416.0,128.4,3.23,0.0,416,1,draw,Test v Sri Lanka,Lord's,2016-06-09
,71.0,3.28,0.0,361,3,draw,Test v Sri Lanka,Lord's,2016-06-09
,50.0,5.72,287.0,0,2,tied,ODI v Sri Lanka,Nottingham,2016-06-21
,34.1,7.49,255.0,2,2,won,ODI v Sri Lanka,Birmingham,2016-06-24
,4.0,4.00,249.0,-232,2,n/r,ODI v Sri Lanka,Bristol,2016-06-26
,40.1,7.69,308.0,4,2,won,ODI v Sri Lanka,The Oval,2016-06-29
,50.0,6.48,0.0,324,1,won,ODI v Sri Lanka,Cardiff,2016-07-02
,17.3,8.22,141.0,4,2,won,T20I v Sri Lanka,Southampton,2016-07-05
272.0,79.1,3.43,0.0,-67,2,lost,Test v Pakistan,Lord's,2016-07-14
207.0,75.5,2.72,283.0,-75,4,lost,Test v Pakistan,Lord's,2016-07-14
,152.2,3.86,0.0,589,1,won,Test v Pakistan,Manchester,2016-07-22
,30.0,5.76,0.0,564,3,won,Test v Pakistan,Manchester,2016-07-22
297.0,86.0,3.45,0.0,297,1,won,Test v Pakistan,Birmingham,2016-08-03
,129.0,3.44,0.0,342,3,won,Test v Pakistan,Birmingham,2016-08-03
328.0,76.4,4.27,0.0,328,1,lost,Test v Pakistan,The Oval,2016-08-11
253.0,79.2,3.18,0.0,39,3,lost,Test v Pakistan,The Oval,2016-08-11
,34.3,5.62,151.0,-66,2,won,ODI v Pakistan,Southampton,2016-08-24
,47.3,5.36,252.0,4,2,won,ODI v Pakistan,Lord's,2016-08-27
,50.0,8.88,0.0,444,1,won,ODI v Pakistan,Nottingham,2016-08-30
,48.0,5.25,248.0,5,2,won,ODI v Pakistan,Leeds,2016-09-01
,50.0,6.04,0.0,302,1,lost,ODI v Pakistan,Cardiff,2016-09-04
,20.0,6.75,0.0,135,1,lost,T20I v Pakistan,Manchester,2016-09-07
,50.0,6.18,0.0,309,1,won,ODI v Bangladesh,Mirpur,2016-10-07
204.0,44.4,4.56,239.0,-34,2,lost,ODI v Bangladesh,Mirpur,2016-10-09
,47.5,5.81,278.0,1,2,won,ODI v Bangladesh,Chattogram,2016-10-12
293.0,105.5,2.76,0.0,293,1,won,Test v Bangladesh,Chattogram,2016-10-20
240.0,80.2,2.98,0.0,285,3,won,Test v Bangladesh,Chattogram,2016-10-20
244.0,81.3,2.99,0.0,24,2,lost,Test v Bangladesh,Mirpur,2016-10-28
164.0,45.3,3.60,273.0,-108,4,lost,Test v Bangladesh,Mirpur,2016-10-28
537.0,159.3,3.36,0.0,537,1,draw,Test v India,Rajkot,2016-11-09
,75.3,3.44,0.0,309,3,draw,Test v India,Rajkot,2016-11-09
255.0,102.5,2.47,0.0,-200,2,lost,Test v India,Visakhapatnam,2016-11-17
158.0,97.3,1.62,405.0,-246,4,lost,Test v India,Visakhapatnam,2016-11-17
283.0,93.5,3.01,0.0,283,1,lost,Test v India,Mohali,2016-11-26
236.0,90.2,2.61,0.0,102,3,lost,Test v India,Mohali,2016-11-26
400.0,130.1,3.07,0.0,400,1,lost,Test v India,Wankhede,2016-12-08
195.0,55.3,3.51,0.0,-36,3,lost,Test v India,Wankhede,2016-12-08
477.0,157.2,3.03,0.0,477,1,lost,Test v India,Chennai,2016-12-16
207.0,88.0,2.35,0.0,-75,3,lost,Test v India,Chennai,2016-12-16
,50.0,7.00,0.0,350,1,lost,ODI v India,Pune,2017-01-15
,50.0,7.32,382.0,-15,2,lost,ODI v India,Cuttack,2017-01-19
,50.0,6.42,0.0,321,1,won,ODI v India,Eden Gardens,2017-01-22
,18.1,8.14,148.0,1,2,won,T20I v India,Kanpur,2017-01-26
,20.0,6.95,145.0,-5,2,lost,T20I v India,Nagpur,2017-01-29
127.0,16.3,7.69,203.0,-75,2,lost,T20I v India,Bengaluru,2017-02-01
,50.0,5.92,0.0,296,1,won,ODI v West Indies,North Sound,2017-03-03
,48.2,4.67,226.0,1,2,won,ODI v West Indies,North Sound,2017-03-05
328.0,50.0,6.56,0.0,328,1,won,ODI v West Indies,Bridgetown,2017-03-09
,20.0,6.35,127.0,1,2,won,ODI v Ireland,Bristol,2017-05-05
,50.0,6.56,0.0,328,1,won,ODI v Ireland,Lord's,2017-05-07
,50.0,6.78,0.0,339,1,won,ODI v South Africa,Leeds,2017-05-24
,50.0,6.60,0.0,330,1,won,ODI v South Africa,Southampton,2017-05-27
153.0,31.1,4.90,0.0,153,1,lost,ODI v South Africa,Lord's,2017-05-29
,47.2,6.50,306.0,3,2,won,ODI v Bangladesh,The Oval,2017-06-01
310.0,49.3,6.26,0.0,310,1,won,ODI v New Zealand,Cardiff,2017-06-06
,40.2,5.95,201.0,-37,2,won,ODI v Australia,Birmingham,2017-06-10
211.0,49.5,4.23,0.0,211,1,lost,ODI v Pakistan,Cardiff,2017-06-14
,14.3,9.86,143.0,1,2,won,T20I v South Africa,Southampton,2017-06-21
,20.0,8.55,175.0,-3,2,lost,T20I v South Africa,Taunton,2017-06-23
,20.0,9.05,0.0,181,1,won,T20I v South Africa,Cardiff,2017-06-25
458.0,105.3,4.34,0.0,458,1,won,Test v South Africa,Lord's,2017-07-06
233.0,87.1,2.67,0.0,330,3,won,Test v South Africa,Lord's,2017-07-06
205.0,51.5,3.95,0.0,-130,2,lost,Test v South Africa,Nottingham,2017-07-14
133.0,44.2,3.00,474.0,-340,4,lost,Test v South Africa,Nottingham,2017-07-14
353.0,103.2,3.41,0.0,353,1,won,Test v South Africa,The Oval,2017-07-27
,79.5,3.92,0.0,491,3,won,Test v South Africa,The Oval,2017-07-27
362.0,108.4,3.33,0.0,362,1,won,Test v South Africa,Manchester,2017-08-04
243.0,69.1,3.51,0.0,379,3,won,Test v South Africa,Manchester,2017-08-04
,135.5,3.78,0.0,514,1,won,Test v West Indies,Birmingham,2017-08-17
258.0,70.5,3.64,0.0,258,1,lost,Test v West Indies,Leeds,2017-08-25
,141.0,3.47,0.0,321,3,lost,Test v West Indies,Leeds,2017-08-25
194.0,52.5,3.67,0.0,71,2,won,Test v West Indies,Lord's,2017-09-07
,28.0,3.82,107.0,1,4,won,Test v West Indies,Lord's,2017-09-07
155.0,19.3,7.94,177.0,-21,2,lost,T20I v West Indies,Chester-le-Street,2017-09-16
,30.5,6.81,205.0,6,2,won,ODI v West Indies,Manchester,2017-09-19
,2.2,9.00,0.0,21,1,n/r,ODI v West Indies,Nottingham,2017-09-21
,50.0,7.38,0.0,369,1,won,ODI v West Indies,Bristol,2017-09-24
,35.1,7.33,253.0,-98,2,won,ODI v West Indies,The Oval,2017-09-27
,38.0,7.73,289.0,6,2,won,ODI v West Indies,Southampton,2017-09-29
302.0,116.4,2.58,0.0,302,1,lost,Test v Australia,Brisbane,2017-11-23
195.0,71.4,2.72,0.0,169,3,lost,Test v Australia,Brisbane,2017-11-23
227.0,76.1,2.98,0.0,-215,2,lost,Test v Australia,Adelaide,2017-12-02
233.0,84.2,2.76,354.0,-120,4,lost,Test v Australia,Adelaide,2017-12-02
403.0,115.1,3.49,0.0,403,1,lost,Test v Australia,W.A.C.A,2017-12-14
218.0,72.5,2.99,0.0,-41,3,lost,Test v Australia,W.A.C.A,2017-12-14
491.0,144.1,3.40,0.0,164,2,draw,Test v Australia,Melbourne,2017-12-26
346.0,112.3,3.07,0.0,346,1,lost,Test v Australia,Sydney,2018-01-04
180.0,88.1,2.04,0.0,-123,3,lost,Test v Australia,Sydney,2018-01-04
,48.5,6.30,305.0,4,2,won,ODI v Australia,Melbourne,2018-01-14
,44.2,6.18,271.0,4,2,won,ODI v Australia,Brisbane,2018-01-19
,50.0,6.04,0.0,302,1,won,ODI v Australia,Sydney,2018-01-21
196.0,44.5,4.37,0.0,196,1,lost,ODI v Australia,Adelaide,2018-01-26
259.0,47.4,5.43,0.0,259,1,won,ODI v Australia,Perth,2018-01-28
,20.0,7.75,0.0,155,1,lost,T20I v Australia,Hobart,2018-02-07
,20.0,6.85,0.0,137,1,lost,T20I v Australia,Melbourne,2018-02-10
,20.0,9.20,197.0,-12,2,lost,T20I v New Zealand,Wellington,2018-02-13
,20.0,9.70,0.0,194,1,won,T20I v New Zealand,Hamilton,2018-02-18
,50.0,5.68,0.0,284,1,lost,ODI v New Zealand,Hamilton,2018-02-25
,37.5,5.94,224.0,2,2,won,ODI v New Zealand,Mount Maunganui,2018-02-28
234.0,50.0,4.68,0.0,234,1,won,ODI v New Zealand,Wellington,2018-03-03
,50.0,6.70,0.0,335,1,lost,ODI v New Zealand,Dunedin,2018-03-07
,32.4,7.01,224.0,6,2,won,ODI v New Zealand,Christchurch,2018-03-10
58.0,20.4,2.80,0.0,58,1,lost,Test v New Zealand,Auckland,2018-03-22
320.0,126.1,2.53,0.0,-49,3,lost,Test v New Zealand,Auckland,2018-03-22
307.0,96.5,3.17,0.0,307,1,draw,Test v New Zealand,Christchurch,2018-03-30
,106.4,3.30,0.0,381,3,draw,Test v New Zealand,Christchurch,2018-03-30
184.0,58.2,3.15,0.0,184,1,lost,Test v Pakistan,Lord's,2018-05-24
