Score,Overs,RPO,Target,Lead,Inns,Result,Opposition,Ground,Start Date
,59.0,3.54,208.0,2,4,won,Test v Pakistan,Lahore,1961-10-21
,173.0,2.89,0.0,500,1,draw,Test v India,Brabourne,1961-11-11
,58.0,3.17,0.0,294,3,draw,Test v India,Brabourne,1961-11-11
244.0,106.3,2.29,0.0,-223,2,draw,Test v India,Kanpur,1961-12-01
,184.0,2.70,0.0,274,3,draw,Test v India,Kanpur,1961-12-01
,114.0,2.24,0.0,-210,2,draw,Test v India,Delhi,1961-12-13
212.0,79.2,2.67,0.0,-168,2,lost,Test v India,Eden Gardens,1961-12-30
233.0,116.2,2.00,421.0,-187,4,lost,Test v India,Eden Gardens,1961-12-30
281.0,110.1,2.55,0.0,-147,2,lost,Test v India,Chennai,1962-01-10
209.0,92.3,2.25,338.0,-128,4,lost,Test v India,Chennai,1962-01-10
439.0,181.0,2.42,0.0,46,2,draw,Test v Pakistan,Dhaka,1962-01-19
,16.0,2.37,171.0,-132,4,draw,Test v Pakistan,Dhaka,1962-01-19
507.0,233.5,2.16,0.0,254,2,draw,Test v Pakistan,Karachi,1962-02-02
,146.0,3.72,0.0,544,1,won,Test v Pakistan,Birmingham,1962-05-31
370.0,101.4,3.63,0.0,270,2,won,Test v Pakistan,Lord's,1962-06-21
,17.0,5.05,86.0,1,4,won,Test v Pakistan,Lord's,1962-06-21
428.0,132.0,3.24,0.0,428,1,won,Test v Pakistan,Leeds,1962-07-05
,136.2,3.13,0.0,428,1,draw,Test v Pakistan,Nottingham,1962-07-26
,140.0,3.42,0.0,480,1,won,Test v Pakistan,The Oval,1962-08-16
,8.3,3.17,27.0,1,4,won,Test v Pakistan,The Oval,1962-08-16
389.0,135.3x8,2.15,0.0,-15,2,draw,Test v Australia,Brisbane,1962-11-30
,83.0x8,2.51,378.0,-99,4,draw,Test v Australia,Brisbane,1962-11-30
331.0,88.1x8,2.81,0.0,15,2,won,Test v Australia,Melbourne,1962-12-29
,64.2x8,2.76,234.0,4,4,won,Test v Australia,Melbourne,1962-12-29
279.0,86.5x8,2.41,0.0,279,1,lost,Test v Australia,Sydney,1963-01-11
104.0,56.6x8,1.37,0.0,64,3,lost,Test v Australia,Sydney,1963-01-11
331.0,90.2x8,2.75,0.0,-62,2,draw,Test v Australia,Adelaide,1963-01-25
,57.0x8,2.93,356.0,-132,4,draw,Test v Australia,Adelaide,1963-01-25
321.0,134.6x8,1.78,0.0,321,1,draw,Test v Australia,Sydney,1963-02-15
,82.0x8,2.45,0.0,240,3,draw,Test v Australia,Sydney,1963-02-15
,186.0,3.02,0.0,562,1,won,Test v New Zealand,Auckland,1963-02-23
,149.0,2.87,0.0,234,2,won,Test v New Zealand,Wellington,1963-03-01
253.0,95.5,2.64,0.0,-13,2,won,Test v New Zealand,Christchurch,1963-03-15
,59.3,2.90,173.0,1,4,won,Test v New Zealand,Christchurch,1963-03-15
205.0,90.3,2.26,0.0,-296,2,lost,Test v West Indies,Manchester,1963-06-06
296.0,109.5,2.69,0.0,0,3,lost,Test v West Indies,Manchester,1963-06-06
297.0,102.0,2.91,0.0,-4,2,draw,Test v West Indies,Lord's,1963-06-20
,91.0,2.50,234.0,-5,4,draw,Test v West Indies,Lord's,1963-06-20
216.0,98.4,2.18,0.0,216,1,won,Test v West Indies,Birmingham,1963-07-04
,105.2,2.63,0.0,308,3,won,Test v West Indies,Birmingham,1963-07-04
174.0,54.0,3.22,0.0,-223,2,lost,Test v West Indies,Leeds,1963-07-25
231.0,92.4,2.49,453.0,-221,4,lost,Test v West Indies,Leeds,1963-07-25
275.0,102.2,2.68,0.0,275,1,lost,Test v West Indies,The Oval,1963-08-22
223.0,81.0,2.75,0.0,252,3,lost,Test v West Indies,The Oval,1963-08-22
317.0,190.4,1.66,0.0,-140,2,draw,Test v India,Chennai,1964-01-10
,87.0,2.77,293.0,-51,4,draw,Test v India,Chennai,1964-01-10
233.0,130.0,1.79,0.0,-67,2,draw,Test v India,Brabourne,1964-01-21
,134.0,1.53,317.0,-110,4,draw,Test v India,Brabourne,1964-01-21
267.0,148.5,1.79,0.0,26,2,draw,Test v India,Eden Gardens,1964-01-29
,55.0,2.63,275.0,-129,4,draw,Test v India,Eden Gardens,1964-01-29
451.0,185.3,2.43,0.0,107,2,draw,Test v India,Delhi,1964-02-08
,203.0,2.75,0.0,559,1,draw,Test v India,Kanpur,1964-02-15
,102.0,2.11,0.0,216,1,draw,Test v Australia,Nottingham,1964-06-04
,66.5,2.88,0.0,241,3,draw,Test v Australia,Nottingham,1964-06-04
246.0,99.3,2.47,0.0,70,2,draw,Test v Australia,Lord's,1964-06-18
268.0,103.3,2.58,0.0,268,1,lost,Test v Australia,Leeds,1964-07-02
229.0,89.5,2.54,0.0,108,3,lost,Test v Australia,Leeds,1964-07-02
611.0,293.1,2.08,0.0,-45,2,draw,Test v Australia,Manchester,1964-07-23
182.0,71.4,2.53,0.0,182,1,draw,Test v Australia,The Oval,1964-08-13
,163.0,2.33,0.0,184,3,draw,Test v Australia,The Oval,1964-08-13
,190.0,2.55,0.0,485,1,won,Test v South Africa,Durban,1964-12-04
531.0,166.3,3.18,0.0,531,1,draw,Test v South Africa,Johannesburg,1964-12-23
442.0,205.2,2.15,0.0,-59,2,draw,Test v South Africa,Cape Town,1965-01-01
,8.0,1.87,406.0,-390,4,draw,Test v South Africa,Cape Town,1965-01-01
384.0,147.2,2.60,0.0,-6,2,draw,Test v South Africa,Johannesburg,1965-01-22
,87.0,1.75,314.0,-160,4,draw,Test v South Africa,Johannesburg,1965-01-22
435.0,207.5,2.09,0.0,-67,2,draw,Test v South Africa,Gqeberha,1965-02-12
,19.2,1.50,246.0,-216,4,draw,Test v South Africa,Gqeberha,1965-02-12
435.0,156.4,2.77,0.0,435,1,won,Test v New Zealand,Birmingham,1965-05-27
,30.5,3.11,95.0,2,4,won,Test v New Zealand,Birmingham,1965-05-27
307.0,100.2,3.05,0.0,132,2,won,Test v New Zealand,Lord's,1965-06-17
,60.5,3.58,216.0,3,4,won,Test v New Zealand,Lord's,1965-06-17
,151.0,3.61,0.0,546,1,won,Test v New Zealand,Leeds,1965-07-08
338.0,150.2,2.24,0.0,58,2,draw,Test v South Africa,Lord's,1965-07-22
,68.0,2.13,191.0,-45,4,draw,Test v South Africa,Lord's,1965-07-22
240.0,93.5,2.55,0.0,-29,2,lost,Test v South Africa,Nottingham,1965-08-05
224.0,98.0,2.28,319.0,-94,4,lost,Test v South Africa,Nottingham,1965-08-05
202.0,98.1,2.05,0.0,-6,2,draw,Test v South Africa,The Oval,1965-08-26
,104.2,2.95,399.0,-90,4,draw,Test v South Africa,The Oval,1965-08-26
280.0,93.1x8,2.25,0.0,-163,2,draw,Test v Australia,Brisbane,1965-12-10
,50.0x8,2.79,0.0,23,3,draw,Test v Australia,Brisbane,1965-12-10
558.0,143.2x8,2.92,0.0,200,2,draw,Test v Australia,Melbourne,1965-12-30
,2.0x8,1.87,227.0,-221,4,draw,Test v Australia,Melbourne,1965-12-30
488.0,122.7x8,2.97,0.0,488,1,won,Test v Australia,Sydney,1966-01-07
241.0,80.7x8,2.23,0.0,241,1,lost,Test v Australia,Adelaide,1966-01-28
266.0,87.7x8,2.27,0.0,-9,3,lost,Test v Australia,Adelaide,1966-01-28
,127.0x8,2.86,0.0,485,1,draw,Test v Australia,Melbourne,1966-02-11
,17.0x8,3.04,0.0,11,3,draw,Test v Australia,Melbourne,1966-02-11
342.0,127.2,2.68,0.0,342,1,draw,Test v New Zealand,Christchurch,1966-02-25
,67.0,3.00,0.0,196,3,draw,Test v New Zealand,Christchurch,1966-02-25
,104.0,2.44,0.0,62,2,draw,Test v New Zealand,Dunedin,1966-03-04
222.0,88.5,2.49,0.0,-74,2,draw,Test v New Zealand,Auckland,1966-03-11
,75.0,2.12,204.0,-44,4,draw,Test v New Zealand,Auckland,1966-03-11
167.0,74.1,2.25,0.0,-317,2,lost,Test v West Indies,Manchester,1966-06-02
277.0,108.0,2.56,0.0,-40,3,lost,Test v West Indies,Manchester,1966-06-02
355.0,143.3,2.47,0.0,86,2,draw,Test v West Indies,Lord's,1966-06-16
,55.0,3.58,284.0,-86,4,draw,Test v West Indies,Lord's,1966-06-16
325.0,134.3,2.41,0.0,90,2,lost,Test v West Indies,Nottingham,1966-06-30
253.0,108.3,2.33,393.0,-139,4,lost,Test v West Indies,Nottingham,1966-06-30
240.0,78.3,3.05,0.0,-260,2,lost,Test v West Indies,Leeds,1966-08-04
205.0,71.1,2.88,0.0,-55,3,lost,Test v West Indies,Leeds,1966-08-04
527.0,199.5,2.63,0.0,259,2,won,Test v West Indies,The Oval,1966-08-18
,183.0,3.00,0.0,550,1,won,Test v India,Leeds,1967-06-08
,47.3,2.65,125.0,2,4,won,Test v India,Leeds,1967-06-08
386.0,154.2,2.50,0.0,234,2,won,Test v India,Lord's,1967-06-22
298.0,106.0,2.81,0.0,298,1,won,Test v India,Birmingham,1967-07-13
203.0,76.5,2.64,0.0,409,3,won,Test v India,Birmingham,1967-07-13
369.0,138.3,2.66,0.0,369,1,draw,Test v Pakistan,Lord's,1967-07-27
,90.3,2.66,0.0,256,3,draw,Test v Pakistan,Lord's,1967-07-27
,134.3,1.87,0.0,112,2,won,Test v Pakistan,Nottingham,1967-08-10
,2.1,1.38,3.0,1,4,won,Test v Pakistan,Nottingham,1967-08-10
440.0,167.4,2.62,0.0,224,2,won,Test v Pakistan,The Oval,1967-08-24
,8.2,4.08,32.0,3,4,won,Test v Pakistan,The Oval,1967-08-24
568.0,200.5,2.82,0.0,568,1,draw,Test v West Indies,Port of Spain,1968-01-19
376.0,169.2,2.22,0.0,376,1,draw,Test v West Indies,Kingston,1968-02-08
,38.5,1.75,159.0,-90,4,draw,Test v West Indies,Kingston,1968-02-08
449.0,180.5,2.48,0.0,100,2,draw,Test v West Indies,Bridgetown,1968-02-29
404.0,175.4,2.29,0.0,-122,2,won,Test v West Indies,Port of Spain,1968-03-14
,52.4,4.08,215.0,1,4,won,Test v West Indies,Port of Spain,1968-03-14
371.0,163.2,2.27,0.0,-43,2,draw,Test v West Indies,Georgetown,1968-03-28
,120.0,1.71,308.0,-101,4,draw,Test v West Indies,Georgetown,1968-03-28
165.0,104.3,1.57,0.0,-192,2,lost,Test v Australia,Manchester,1968-06-06
253.0,110.0,2.30,413.0,-159,4,lost,Test v Australia,Manchester,1968-06-06
,144.3,2.42,0.0,351,1,draw,Test v Australia,Lord's,1968-06-20
409.0,172.5,2.36,0.0,409,1,draw,Test v Australia,Birmingham,1968-07-11
,42.0,3.38,0.0,329,3,draw,Test v Australia,Birmingham,1968-07-11
302.0,147.0,2.05,0.0,-13,2,draw,Test v Australia,Leeds,1968-07-25
,84.0,2.73,326.0,-95,4,draw,Test v Australia,Leeds,1968-07-25
494.0,201.2,2.45,0.0,494,1,won,Test v Australia,The Oval,1968-08-22
181.0,58.4,3.08,0.0,351,3,won,Test v Australia,The Oval,1968-08-22
306.0,119.1,2.56,0.0,306,1,draw,Test v Pakistan,Lahore,1969-02-21
,84.5,2.65,0.0,322,3,draw,Test v Pakistan,Lahore,1969-02-21
274.0,132.4,2.06,0.0,28,2,draw,Test v Pakistan,Dhaka,1969-02-28
,20.0,1.65,168.0,-134,4,draw,Test v Pakistan,Dhaka,1969-02-28
,175.1,2.86,0.0,502,1,draw,Test v Pakistan,Karachi,1969-03-06
413.0,197.5,2.08,0.0,413,1,won,Test v West Indies,Manchester,1969-06-12
,4.5,2.48,10.0,3,4,won,Test v West Indies,Manchester,1969-06-12
344.0,157.4,2.18,0.0,-36,2,draw,Test v West Indies,Lord's,1969-06-26
,106.0,2.78,332.0,-36,4,draw,Test v West Indies,Lord's,1969-06-26
223.0,98.0,2.27,0.0,223,1,won,Test v West Indies,Leeds,1969-07-10
240.0,131.4,1.82,0.0,302,3,won,Test v West Indies,Leeds,1969-07-10
190.0,74.5,2.53,0.0,190,1,won,Test v New Zealand,Lord's,1969-07-24
340.0,140.4,2.41,0.0,361,3,won,Test v New Zealand,Lord's,1969-07-24
,155.0,2.90,0.0,157,2,draw,Test v New Zealand,Nottingham,1969-08-07
242.0,98.0,2.46,0.0,92,2,won,Test v New Zealand,The Oval,1969-08-21
,52.3,2.62,138.0,1,4,won,Test v New Zealand,The Oval,1969-08-21
464.0,146.5x8,2.37,0.0,31,2,draw,Test v Australia,Brisbane,1970-11-27
,15.6x8,1.85,184.0,-144,4,draw,Test v Australia,Brisbane,1970-11-27
397.0,133.4x8,2.23,0.0,397,1,draw,Test v Australia,W.A.C.A,1970-12-11
,101.0x8,2.13,0.0,244,3,draw,Test v Australia,W.A.C.A,1970-12-11
190.0,39.4x8,3.60,0.0,190,1,lost,ODI v Australia,Melbourne,1971-01-05
332.0,94.7x8,2.62,0.0,332,1,won,Test v Australia,Sydney,1971-01-09
,94.0x8,2.54,0.0,415,3,won,Test v Australia,Sydney,1971-01-09
392.0,137.5x8,2.13,0.0,-101,2,draw,Test v Australia,Melbourne,1971-01-21
,58.0x8,2.08,271.0,-109,4,draw,Test v Australia,Melbourne,1971-01-21
470.0,136.2x8,2.58,0.0,470,1,draw,Test v Australia,Adelaide,1971-01-29
,51.0x8,3.42,0.0,468,3,draw,Test v Australia,Adelaide,1971-01-29
184.0,76.0x8,1.81,0.0,184,1,won,Test v Australia,Sydney,1971-02-12
302.0,100.7x8,2.24,0.0,222,3,won,Test v Australia,Sydney,1971-02-12
231.0,67.5x8,2.56,0.0,166,2,won,Test v New Zealand,Christchurch,1971-02-25
,25.0x8,2.67,89.0,1,4,won,Test v New Zealand,Christchurch,1971-02-25
321.0,72.6x8,3.30,0.0,321,1,draw,Test v New Zealand,Auckland,1971-03-05
237.0,84.7x8,2.09,0.0,245,3,draw,Test v New Zealand,Auckland,1971-03-05
353.0,120.5,2.92,0.0,-255,2,draw,Test v Pakistan,Birmingham,1971-06-03
,90.5,2.52,0.0,-26,3,draw,Test v Pakistan,Birmingham,1971-06-03
,83.0,2.90,0.0,241,1,draw,Test v Pakistan,Lord's,1971-06-17
,45.0,2.60,0.0,210,3,draw,Test v Pakistan,Lord's,1971-06-17
316.0,105.2,3.00,0.0,316,1,won,Test v Pakistan,Leeds,1971-07-08
264.0,107.3,2.45,0.0,230,3,won,Test v Pakistan,Leeds,1971-07-08
304.0,139.3,2.17,0.0,304,1,draw,Test v India,Lord's,1971-07-22
191.0,98.5,1.93,0.0,182,3,draw,Test v India,Lord's,1971-07-22
386.0,160.4,2.40,0.0,386,1,draw,Test v India,Manchester,1971-08-05
,66.0,3.71,0.0,419,3,draw,Test v India,Manchester,1971-08-05
355.0,108.4,3.26,0.0,355,1,lost,Test v India,The Oval,1971-08-19
101.0,45.1,2.23,0.0,172,3,lost,Test v India,The Oval,1971-08-19
249.0,120.4,2.06,0.0,249,1,won,Test v Australia,Manchester,1972-06-08
234.0,86.2,2.71,0.0,341,3,won,Test v Australia,Manchester,1972-06-08
272.0,91.5,2.96,0.0,272,1,lost,Test v Australia,Lord's,1972-06-22
116.0,55.2,2.09,0.0,80,3,lost,Test v Australia,Lord's,1972-06-22
189.0,88.3,2.13,0.0,-126,2,draw,Test v Australia,Nottingham,1972-07-13
,148.0,1.95,451.0,-160,4,draw,Test v Australia,Nottingham,1972-07-13
263.0,130.1,2.02,0.0,117,2,won,Test v Australia,Leeds,1972-07-27
,10.0,2.10,20.0,2,4,won,Test v Australia,Leeds,1972-07-27
284.0,92.2,3.07,0.0,284,1,lost,Test v Australia,The Oval,1972-08-10
356.0,121.2,2.93,0.0,241,3,lost,Test v Australia,The Oval,1972-08-10
,49.1,4.59,223.0,4,2,won,ODI v Australia,Manchester,1972-08-24
,55.0,4.29,0.0,236,1,lost,ODI v Australia,Lord's,1972-08-26
,51.3,3.49,180.0,1,2,won,ODI v Australia,Birmingham,1972-08-28
200.0,108.5,1.83,0.0,27,2,won,Test v India,Delhi,1972-12-20
,88.5,2.34,207.0,2,4,won,Test v India,Delhi,1972-12-20
174.0,75.2,2.30,0.0,-36,2,lost,Test v India,Eden Gardens,1972-12-30
163.0,91.0,1.79,192.0,-28,4,lost,Test v India,Eden Gardens,1972-12-30
242.0,86.5,2.78,0.0,242,1,lost,Test v India,Chennai,1973-01-12
159.0,106.0,1.50,0.0,85,3,lost,Test v India,Chennai,1973-01-12
397.0,172.5,2.29,0.0,40,2,draw,Test v India,Kanpur,1973-01-25
480.0,163.1,2.94,0.0,32,2,draw,Test v India,Brabourne,1973-02-06
,29.0,2.31,213.0,-145,4,draw,Test v India,Brabourne,1973-02-06
355.0,143.3,2.47,0.0,355,1,draw,Test v Pakistan,Lahore,1973-03-02
,119.0,2.57,0.0,239,3,draw,Test v Pakistan,Lahore,1973-03-02
487.0,200.2,2.43,0.0,487,1,draw,Test v Pakistan,Hyderabad (Sind),1973-03-16
,85.0,2.56,0.0,136,3,draw,Test v Pakistan,Hyderabad (Sind),1973-03-16
386.0,156.3,2.46,0.0,-59,2,draw,Test v Pakistan,Karachi,1973-03-24
,10.0,3.00,259.0,-228,4,draw,Test v Pakistan,Karachi,1973-03-24
250.0,107.4,2.32,0.0,250,1,won,Test v New Zealand,Nottingham,1973-06-07
,97.0,3.35,0.0,478,3,won,Test v New Zealand,Nottingham,1973-06-07
253.0,106.0,2.38,0.0,253,1,draw,Test v New Zealand,Lord's,1973-06-21
,196.0,2.36,0.0,165,3,draw,Test v New Zealand,Lord's,1973-06-21
419.0,145.1,2.88,0.0,143,2,won,Test v New Zealand,Leeds,1973-07-05
,45.3,3.49,159.0,1,2,won,ODI v New Zealand,Swansea,1973-07-18
,48.3,3.44,0.0,167,1,n/r,ODI v New Zealand,Manchester,1973-07-20
257.0,98.1,2.61,0.0,-158,2,lost,Test v West Indies,The Oval,1973-07-26
255.0,105.1,2.42,414.0,-158,4,lost,Test v West Indies,The Oval,1973-07-26
305.0,156.4,1.94,0.0,-22,2,draw,Test v West Indies,Birmingham,1973-08-09
,67.0,2.71,325.0,-142,4,draw,Test v West Indies,Birmingham,1973-08-09
233.0,73.0,3.19,0.0,-419,2,lost,Test v West Indies,Lord's,1973-08-23
193.0,65.3,2.94,0.0,-226,3,lost,Test v West Indies,Lord's,1973-08-23
,54.3,3.33,182.0,1,2,won,ODI v West Indies,Leeds,1973-09-05
,55.0,3.43,0.0,189,1,lost,ODI v West Indies,The Oval,1973-09-07
131.0,55.0,2.38,0.0,131,1,lost,Test v West Indies,Port of Spain,1974-02-02
392.0,166.2,2.35,0.0,131,3,lost,Test v West Indies,Port of Spain,1974-02-02
353.0,157.0,2.24,0.0,353,1,draw,Test v West Indies,Kingston,1974-02-16
,183.0,2.36,0.0,202,3,draw,Test v West Indies,Kingston,1974-02-16
395.0,144.4,2.73,0.0,395,1,draw,Test v West Indies,Bridgetown,1974-03-06
,126.3,2.18,0.0,76,3,draw,Test v West Indies,Bridgetown,1974-03-06
448.0,171.4,2.60,0.0,448,1,draw,Test v West Indies,Georgetown,1974-03-22
267.0,135.3,1.97,0.0,267,1,won,Test v West Indies,Port of Spain,1974-03-30
263.0,149.2,1.76,0.0,225,3,won,Test v West Indies,Port of Spain,1974-03-30
,143.3,2.28,0.0,328,1,won,Test v India,Manchester,1974-06-06
,70.0,3.04,0.0,295,3,won,Test v India,Manchester,1974-06-06
629.0,182.5,3.44,0.0,629,1,won,Test v India,Lord's,1974-06-20
,140.0,3.27,0.0,294,2,won,Test v India,Birmingham,1974-07-04
,51.1,5.19,266.0,1,2,won,ODI v India,Leeds,1974-07-13
,48.5,3.52,172.0,1,2,won,ODI v India,The Oval,1974-07-15
183.0,72.0,2.54,0.0,-102,2,draw,Test v Pakistan,Leeds,1974-07-25
,107.0,2.22,282.0,-43,4,draw,Test v Pakistan,Leeds,1974-07-25
270.0,105.0,2.57,0.0,140,2,draw,Test v Pakistan,Lord's,1974-08-08
,10.0,2.70,87.0,-59,4,draw,Test v Pakistan,Lord's,1974-08-08
545.0,225.4,2.41,0.0,-55,2,draw,Test v Pakistan,The Oval,1974-08-22
,50.0,4.88,0.0,244,1,lost,ODI v Pakistan,Nottingham,1974-08-31
,35.0,2.31,0.0,81,1,lost,ODI v Pakistan,Birmingham,1974-09-03
265.0,80.5x8,2.46,0.0,-44,2,lost,Test v Australia,Brisbane,1974-11-29
166.0,56.5x8,2.19,333.0,-166,4,lost,Test v Australia,Brisbane,1974-11-29
208.0,65.3x8,2.38,0.0,208,1,lost,Test v Australia,W.A.C.A,1974-12-13
293.0,91.1x8,2.41,0.0,20,3,lost,Test v Australia,W.A.C.A,1974-12-13
242.0,88.4x8,2.05,0.0,242,1,draw,Test v Australia,Melbourne,1974-12-26
244.0,69.0x8,2.65,0.0,245,3,draw,Test v Australia,Melbourne,1974-12-26
,37.1x8,3.85,191.0,1,2,won,ODI v Australia,Melbourne,1975-01-01
295.0,73.1x8,3.02,0.0,-110,2,lost,Test v Australia,Sydney,1975-01-04
228.0,79.5x8,2.14,400.0,-171,4,lost,Test v Australia,Sydney,1975-01-04
172.0,46.5x8,2.76,0.0,-132,2,lost,Test v Australia,Adelaide,1975-01-25
241.0,75.0x8,2.41,405.0,-163,4,lost,Test v Australia,Adelaide,1975-01-25
529.0,151.2x8,2.62,0.0,377,2,won,Test v Australia,Melbourne,1975-02-08
,153.0x8,2.90,0.0,593,1,won,Test v New Zealand,Auckland,1975-02-20
,83.0x8,2.45,0.0,-70,2,draw,Test v New Zealand,Christchurch,1975-02-28
136.0,34.1x8,2.98,0.0,136,1,n/r,ODI v New Zealand,Dunedin,1975-03-08
,10.0x8,2.62,228.0,-192,2,n/r,ODI v New Zealand,Wellington,1975-03-09
,60.0,5.56,0.0,334,1,won,ODI v India,Lord's,1975-06-07
,60.0,4.43,0.0,266,1,won,ODI v New Zealand,Nottingham,1975-06-11
,60.0,4.83,0.0,290,1,won,ODI v East Africa,Birmingham,1975-06-14
93.0,36.2,2.55,0.0,93,1,lost,ODI v Australia,Leeds,1975-06-18
101.0,45.3,2.21,0.0,-258,2,lost,Test v Australia,Birmingham,1975-07-10
173.0,75.2,2.29,0.0,-85,3,lost,Test v Australia,Birmingham,1975-07-10
315.0,87.4,3.59,0.0,315,1,draw,Test v Australia,Lord's,1975-07-31
,147.4,2.95,0.0,483,3,draw,Test v Australia,Lord's,1975-07-31
288.0,101.2,2.84,0.0,288,1,draw,Test v Australia,Leeds,1975-08-14
291.0,94.0,3.09,0.0,444,3,draw,Test v Australia,Leeds,1975-08-14
191.0,69.1,2.76,0.0,-341,2,draw,Test v Australia,The Oval,1975-08-28
538.0,233.5,2.30,0.0,197,3,draw,Test v Australia,The Oval,1975-08-28
332.0,134.4,2.46,0.0,-162,2,draw,Test v West Indies,Nottingham,1976-06-03
,78.0,2.00,339.0,-182,4,draw,Test v West Indies,Nottingham,1976-06-03
250.0,95.4,2.61,0.0,250,1,draw,Test v West Indies,Lord's,1976-06-17
254.0,104.5,2.42,0.0,322,3,draw,Test v West Indies,Lord's,1976-06-17
71.0,32.5,2.16,0.0,-140,2,lost,Test v West Indies,Manchester,1976-07-08
126.0,63.5,1.97,552.0,-425,4,lost,Test v West Indies,Manchester,1976-07-08
387.0,133.3,2.89,0.0,-63,2,lost,Test v West Indies,Leeds,1976-07-22
204.0,56.0,3.64,260.0,-55,4,lost,Test v West Indies,Leeds,1976-07-22
435.0,129.5,3.35,0.0,-252,2,lost,Test v West Indies,The Oval,1976-08-12
203.0,78.4,2.58,435.0,-231,4,lost,Test v West Indies,The Oval,1976-08-12
,55.0,3.67,0.0,202,1,lost,ODI v West Indies,Scarborough,1976-08-26
185.0,45.3,4.06,222.0,-36,2,lost,ODI v West Indies,Lord's,1976-08-28
173.0,31.4,5.46,224.0,-50,2,lost,ODI v West Indies,Birmingham,1976-08-30
381.0,151.5,2.50,0.0,381,1,won,Test v India,Delhi,1976-12-17
321.0,178.4,1.79,0.0,166,2,won,Test v India,Eden Gardens,1977-01-01
,3.4,4.36,16.0,1,4,won,Test v India,Eden Gardens,1977-01-01
262.0,125.5,2.08,0.0,262,1,won,Test v India,Chennai,1977-01-14
,71.5,2.57,0.0,283,3,won,Test v India,Chennai,1977-01-14
195.0,96.2,2.02,0.0,-58,2,lost,Test v India,Bengaluru,1977-01-28
177.0,57.3,3.07,318.0,-140,4,lost,Test v India,Bengaluru,1977-01-28
317.0,154.0,2.05,0.0,-21,2,draw,Test v India,Wankhede,1977-02-11
,71.0,2.14,214.0,-61,4,draw,Test v India,Wankhede,1977-02-11
95.0,34.3x8,2.07,0.0,-43,2,lost,Test v Australia,Melbourne,1977-03-12
417.0,112.4x8,2.78,463.0,-45,4,lost,Test v Australia,Melbourne,1977-03-12
,45.2,3.81,170.0,4,2,won,ODI v Australia,Manchester,1977-06-02
171.0,53.5,3.17,0.0,171,1,won,ODI v Australia,Birmingham,1977-06-04
242.0,54.2,4.45,0.0,242,1,lost,ODI v Australia,The Oval,1977-06-06
216.0,86.5,2.48,0.0,216,1,draw,Test v Australia,Lord's,1977-06-16
305.0,112.4,2.70,0.0,225,3,draw,Test v Australia,Lord's,1977-06-16
437.0,169.1,2.58,0.0,140,2,won,Test v Australia,Manchester,1977-07-07
,29.1,2.81,79.0,4,4,won,Test v Australia,Manchester,1977-07-07
364.0,124.2,2.92,0.0,121,2,won,Test v Australia,Nottingham,1977-07-28
,81.2,2.32,189.0,1,4,won,Test v Australia,Nottingham,1977-07-28
436.0,155.4,2.80,0.0,436,1,won,Test v Australia,Leeds,1977-08-11
214.0,101.2,2.11,0.0,214,1,draw,Test v Australia,The Oval,1977-08-25
,26.0,2.19,0.0,-114,3,draw,Test v Australia,The Oval,1977-08-25
288.0,135.7x8,1.58,0.0,-119,2,draw,Test v Pakistan,Lahore,1977-12-14
,35.0x8,4.54,209.0,4,2,won,ODI v Pakistan,Sahiwal,1977-12-23
,32.7x8,3.46,152.0,1,2,won,ODI v Pakistan,Sialkot,1977-12-30
191.0,86.6x8,1.65,0.0,-84,2,draw,Test v Pakistan,Hyderabad (Sind),1978-01-02
,81.4x8,1.71,344.0,-157,4,draw,Test v Pakistan,Hyderabad (Sind),1978-01-02
122.0,31.6x8,2.88,159.0,-36,2,lost,ODI v Pakistan,Lahore,1978-01-13
266.0,123.1x8,1.62,0.0,266,1,draw,Test v Pakistan,Karachi,1978-01-18
,89.0x8,1.87,0.0,207,3,draw,Test v Pakistan,Karachi,1978-01-18
215.0,94.4x8,1.70,0.0,-13,2,lost,Test v New Zealand,Wellington,1978-02-10
64.0,27.3x8,1.75,137.0,-72,4,lost,Test v New Zealand,Wellington,1978-02-10
418.0,145.5x8,2.15,0.0,418,1,won,Test v New Zealand,Christchurch,1978-02-24
,22.0x8,3.27,0.0,279,3,won,Test v New Zealand,Christchurch,1978-02-24
429.0,156.3x8,2.05,0.0,114,2,draw,Test v New Zealand,Auckland,1978-03-04
,55.0,3.94,0.0,217,1,won,ODI v Pakistan,Manchester,1978-05-24
,55.0,4.50,0.0,248,1,won,ODI v Pakistan,The Oval,1978-05-26
,144.0,3.13,0.0,288,2,won,Test v Pakistan,Birmingham,1978-06-01
364.0,91.2,3.98,0.0,364,1,won,Test v Pakistan,Lord's,1978-06-15
,54.0,2.20,0.0,-82,2,draw,Test v Pakistan,Leeds,1978-06-29
,55.0,3.74,0.0,206,1,won,ODI v New Zealand,Scarborough,1978-07-15
,55.0,5.05,0.0,278,1,won,ODI v New Zealand,Manchester,1978-07-17
279.0,134.5,2.06,0.0,45,2,won,Test v New Zealand,The Oval,1978-07-27
,52.3,2.62,138.0,1,4,won,Test v New Zealand,The Oval,1978-07-27
429.0,180.5,2.37,0.0,429,1,won,Test v New Zealand,Nottingham,1978-08-10
289.0,112.3,2.56,0.0,-50,2,won,Test v New Zealand,Lord's,1978-08-24
